3466	6.51220267385058e-05
937	2.152127396395652e-06
5233	5.8873106025033585e-05
8579	2.3050496252037744e-06
10310	0.0027668582892726866
15931	3.6287046669625897e-06
17038	2.8274963843730626e-06
18720	2.3426890164933827e-06
19607	2.497963241682039e-06
1854	0.00011688837247779554
4583	0.00010997338601756377
9572	0.33976571647251375
10841	0.00010450949391497645
13056	6.484748760430754e-05
14982	5.842846545470299e-05
16310	0.002974833919618446
19640	5.7507138836380005e-05
23855	5.7309937887025784e-05
24372	5.67367007092581e-05
24814	5.719674089138199e-05
5052	0
899	0
1796	0
2287	0
3096	0
3386	0
4472	0
5346	3.3698293680707996e-05
5740	0
6094	0
6376	0
9124	6.052754239337269e-06
10235	0
10427	0
10597	1.3666692889665613e-07
15159	1.9655639558579064e-06
16148	5.746585503075022e-06
16741	2.1949514788790885e-07
18235	0
18549	0
19297	0
20511	0
20595	0
20613	0
24371	0
24559	3.082320584371067e-06
24731	0
25102	1.6802359497775242e-06
25271	3.3275146252682423e-07
25396	0
1658	4.445523521181679e-07
4822	4.357462316210782e-07
6864	4.374903790966191e-07
7689	0.003109027362902277
7926	0.0001840712254552677
10268	4.956483212344818e-07
12971	4.161183846165691e-07
18600	4.155939198664866e-07
20421	5.235346551547996e-07
20886	4.821286330530283e-07
21048	3.720350361826953e-07
22393	2.9813219749236065e-05
23186	6.150696428380901e-06
23214	3.47945343450028e-07
23298	4.821286330530283e-07
23945	4.6507928658781787e-07
24939	3.6301420839526473e-07
339	1.6266587593342778e-06
624	2.477319508041644e-06
3731	4.700359971367747e-07
4743	1.4630272720371712e-05
5407	5.033507027257463e-07
6610	1.7459027282165808e-05
6700	5.4611961859711064e-05
8045	4.5823400615434975e-07
9099	5.404614348935387e-07
9639	0
9785	1.853842978494916e-05
12141	1.7946049983790272e-06
15184	5.511277106283236e-07
15784	5.553530111524663e-07
18719	1.211382684090771e-06
19870	4.2111348503484813e-07
20532	4.3126174736656976e-07
22527	0
23576	6.437740709039368e-07
23577	4.896237637420181e-07
23649	5.61127661020692e-07
24199	2.8786619832056053e-06
24293	4.0847003582649883e-07
25201	6.584089556867442e-07
10243	0
6774	0
8049	0
8053	0
8517	0
11964	0
15538	0
16694	0
18648	0
19423	1.7045859212505035e-05
21012	1.7015678121393937e-05
22457	0
22691	1.6514482729469216e-05
23452	4.7026131300116623e-07
16174	0
16470	0
17822	0
14265	0.000316356234915477
392	2.2506319604935043e-06
2485	2.387376523937086e-06
2949	4.053778441762459e-05
3173	2.2531142214397442e-06
3441	2.549770735379927e-06
3593	2.5708627041513754e-06
3853	2.25104157478581e-06
3927	1.211947854617749e-05
3937	0.00014808598172675157
3939	1.9105346018283087e-06
5107	2.9398590806826302e-05
5218	2.5939219863559637e-06
5230	2.25120031638516e-06
6030	2.243808787771132e-06
7350	9.622101059060494e-05
7504	2.560858199924888e-06
7601	2.571658132117303e-06
8718	2.3868591417534636e-06
9522	0.0027024620943522444
11621	4.9725398090725426e-06
12498	2.2406094653750367e-06
12691	2.3382226616502874e-06
15251	2.2646826517701265e-06
16020	2.2152772193070857e-06
16261	2.2651389888071755e-06
17156	2.695442488768521e-06
17626	0.0001189011701661614
18622	2.3351546759212734e-06
19059	2.47964934863596e-06
19525	2.685195626388367e-06
19738	0.002777982742967785
20122	2.30538021627303e-06
20432	2.535762460730714e-06
21866	2.2522591502913097e-06
22074	6.75224635388383e-06
23721	2.6769451792007424e-06
8916	0.002877591577304577
13556	0.00024485583349232354
14485	0.0029869957823513054
8612	7.945700734831537e-07
615	4.8584004388322883e-05
743	2.51489888978631e-06
2076	0
4515	8.564140444000205e-07
5773	6.940590523066332e-07
9482	4.700043409266518e-07
10822	0
11175	0
11604	7.717159465098762e-07
14004	0
15003	1.7219932796173205e-05
15552	2.6977614117736995e-06
15814	2.567143573501037e-06
16083	9.574322752385999e-07
17932	3.389747181170452e-06
20001	0
20100	2.9040939928100435e-06
23481	0
16258	0
1356	0
1727	0
2752	0
4125	1.0353323299849737e-07
6667	0
6825	0
10039	0
10351	0
11082	2.6967121217185e-07
14123	0
16676	0
21194	0
10912	0
14534	0
17268	1.6204999022104797e-06
19783	0
21705	0
22836	0
2710	7.776888623442743e-05
62	6.118768641579863e-07
106	5.123600634963546e-07
260	6.176256849326466e-07
2959	7.844041714606591e-07
3677	1.8964671107978818e-06
4708	6.31527542512295e-07
5172	3.8377746758300334e-07
5541	6.849501286160791e-07
5794	6.616835671137296e-07
5807	1.6960917242509868e-05
6575	9.683922569046979e-07
